9;13.7489;680.0059239999991;1;[2, 3, 3, 3];[700]
4;14.2161;823.7881429999998;1;[3, 3, 3, 3];[700]
7;14.7657;800.7939329999999;1;[3, 3, 3, 3];[700]
9;16.0996;705.7011069999999;1;[2, 4, 1, 3];[600, 625]
9;16.1464;634.3267770000002;0;[4, 3, 2, 1];[512]
9;16.3609;720.6000020000001;0;[4, 3, 2, 3];[512]
8;16.8297;838.1951760000002;0;[3, 3, 3, 3];[700]
8;17.147;513.8613839999998;0;[2, 2, 1, 3];[600, 625]
