7;14.7657;800.7939329999999;1;[3, 3, 3, 3];[700]
9;16.0996;705.7011069999999;1;[2, 4, 1, 3];[600, 625]
9;16.1464;634.3267770000002;0;[4, 3, 2, 1];[512]
8;16.8297;838.1951760000002;0;[3, 3, 3, 3];[700]
7;17.1329;681.0078949999997;0;[3, 2, 2, 3];[1024]
6;17.2502;850.278133;1;[3, 3, 3, 3];[512, 512]
9;18.2841;882.5713659999999;0;[3, 3, 3, 3];[512, 512]
2;19.6458;653.8085690000007;1;[3, 3, 1, 1];[1024, 470]
